dim,fold,split,ID
prefer,1,train,104109103352
prefer,1,train,104109090435
prefer,1,train,104109086516
prefer,1,train,104109081519
prefer,1,train,104109079480
prefer,1,train,104109078999
prefer,1,train,104109075036
prefer,1,train,104109074652
prefer,1,train,104109072715
prefer,1,train,104109063442
prefer,1,train,104109057340
prefer,1,train,104109053645
prefer,1,train,104109052464
prefer,1,train,104109051954
prefer,1,train,104109046484
prefer,1,train,104109044506
prefer,1,train,104109042223
prefer,1,train,104109039511
prefer,1,train,104109038191
prefer,1,train,104109034938
prefer,1,train,104109033778
prefer,1,train,104109028923
prefer,1,train,104109022874
prefer,1,train,104109016876
prefer,1,train,104109011775
prefer,1,train,104109010635
prefer,1,train,104109010293
prefer,1,train,104109009682
prefer,1,train,104109008763
prefer,1,train,104109005490
prefer,1,train,104108999963
prefer,1,train,104108997771
prefer,1,train,104108995273
prefer,1,train,104108993069
prefer,1,train,104108992130
prefer,1,train,104108990768
prefer,1,train,104108989954
prefer,1,train,104108989567
prefer,1,train,104108988788
prefer,1,train,104108988188
prefer,1,train,104108987545
prefer,1,train,104108984172
prefer,1,train,104108983415
prefer,1,train,104108982584
prefer,1,train,104108982061
prefer,1,train,104108979500
prefer,1,train,104108977018
prefer,1,train,104108973712
prefer,1,train,104108971431
prefer,1,train,104108970398
prefer,1,train,104108970189
prefer,1,train,104108969952
prefer,1,train,104108969697
prefer,1,train,104108968431
prefer,1,train,104108967028
prefer,1,train,104108964392
prefer,1,train,104108963586
prefer,1,train,104108958555
prefer,1,train,104108958236
prefer,1,train,104108953674
prefer,1,train,104108945282
prefer,1,train,104108942837
prefer,1,train,104108940280
prefer,1,train,104108935073
prefer,1,train,104108933702
prefer,1,train,104108931680
prefer,1,train,104108931149
prefer,1,train,104108929350
prefer,1,train,104108920656
prefer,1,train,104108920555
prefer,1,train,104108919133
prefer,1,train,104108917829
prefer,1,train,104108916291
prefer,1,train,104108912548
prefer,1,train,104108910520
prefer,1,train,104108905183
prefer,1,train,104108896286
prefer,1,train,104108894082
prefer,1,train,104108884118
prefer,1,train,104108883315
prefer,1,train,104108881377
prefer,1,train,104108879762
prefer,1,train,104108878064
prefer,1,train,104108876134
prefer,1,train,104108870597
prefer,1,train,104108869071
prefer,1,train,104108866981
prefer,1,train,104108866643
prefer,1,train,104108865747
prefer,1,train,104108860715
prefer,1,train,104108858221
prefer,1,train,104108857740
prefer,1,train,104108856628
prefer,1,train,104108856552
prefer,1,train,104108854371
prefer,1,train,104108853728
prefer,1,train,104108850287
prefer,1,train,104108845850
prefer,1,train,104108839187
prefer,1,train,104108829152
prefer,1,train,104108826085
prefer,1,train,104108822531
prefer,1,train,104108820453
prefer,1,train,104108812608
prefer,1,train,104108812334
prefer,1,train,104108810212
prefer,1,train,104108799848
prefer,1,train,104108799268
prefer,1,train,104108790045
prefer,1,train,104108788928
prefer,1,train,104108788617
prefer,1,train,104108783945
prefer,1,train,104108780545
prefer,1,train,104108777350
prefer,1,train,104108775417
prefer,1,train,104108772466
prefer,1,train,104108769212
prefer,1,train,104108764295
prefer,1,train,104108758944
prefer,1,train,104108757604
prefer,1,train,104108757423
prefer,1,train,104108753924
prefer,1,train,104108752262
prefer,1,train,104108745962
prefer,1,train,104108745885
prefer,1,train,104108745648
prefer,1,train,104108743726
prefer,1,train,104108740569
prefer,1,train,104108734198
prefer,1,train,104108732600
prefer,1,train,104108730392
prefer,1,train,104108726540
prefer,1,train,104108718686
prefer,1,train,104108711163
prefer,1,train,104108707005
prefer,1,train,104108701046
prefer,1,train,104108695903
prefer,1,train,104108688960
prefer,1,train,104108683768
prefer,1,train,104108682136
prefer,1,train,104108678513
prefer,1,train,104108678419
prefer,1,train,104108670376
prefer,1,train,104108667134
prefer,1,train,104108653387
prefer,1,train,104108652136
prefer,1,train,104108648056
prefer,1,train,104108647249
prefer,1,train,104108646106
prefer,1,train,104108630923
prefer,1,train,104108630890
prefer,1,train,104108627229
prefer,1,train,104108626167
prefer,1,train,104108622319
prefer,1,train,104108622246
prefer,1,train,104108622201
prefer,1,train,104108620360
prefer,1,train,104108615890
prefer,1,train,104108613968
prefer,1,train,104108611766
prefer,1,train,104108610169
prefer,1,train,104108609843
prefer,1,train,104108607496
prefer,1,train,104108606686
prefer,1,train,104108602675
prefer,1,train,104108601667
prefer,1,train,104108598402
prefer,1,train,104108595636
prefer,1,train,104108595272
prefer,1,train,104108593196
prefer,1,train,104108592506
prefer,1,train,104108587526
prefer,1,train,104108584673
prefer,1,train,104108583839
prefer,1,train,104108583735
prefer,1,train,104108576174
prefer,1,train,104108574933
prefer,1,train,104108568354
prefer,1,train,104108561221
prefer,1,train,104108560046
prefer,1,train,104108558803
prefer,1,train,104108558415
prefer,1,train,104108556974
prefer,1,train,104108555767
prefer,1,train,104108553448
prefer,1,train,104108544828
prefer,1,train,104108544266
prefer,1,train,104108542880
prefer,1,train,104108538409
prefer,1,train,104108538306
prefer,1,train,104108537471
prefer,1,train,104108522829
prefer,1,train,104108509599
prefer,1,train,104108508211
