Image,Mu,Sigma,Score,Score_10
104108794974.jpg,45.50400827460212,3.058499450798908,5.0,10.0
104108947440.jpg,45.273182634700674,2.901940647763844,4.98995983935743,9.943904417148648
104108403161.jpg,44.870237727600646,2.722935958386627,4.979919678714859,9.845980159555724
104108753924.jpg,44.843402741858405,3.10787102783266,4.969879518072289,9.839458682276765
104109008763.jpg,43.66405981566092,3.2194060167206335,4.959839357429719,9.55285304845327
104108997771.jpg,43.61715795173052,3.077685622250892,4.949799196787149,9.541454889240482
104108601667.jpg,42.81819561157909,2.9402735893270817,4.9397590361445785,9.347289898877147
104108531872.jpg,42.79893780647062,3.1584477146000913,4.929718875502008,9.342609839060312
104108538409.jpg,42.5151245710666,3.1807553607652936,4.919678714859438,9.273637133654995
104109027205.jpg,42.511529510165005,3.0772936957343036,4.909638554216867,9.272763456724013
104108374459.jpg,42.48724866365965,3.347571300004261,4.899598393574297,9.266862690078575
104108219831.jpg,42.30693730050305,3.0961284502414967,4.889558232931727,9.2230431602581
104108804256.jpg,42.23815563884268,3.308419548322127,4.879518072289157,9.206327740766703
104108916291.jpg,42.19994175730814,3.430413078968487,4.8694779116465865,9.19704094767644
104108317853.jpg,42.15831784651367,3.182941843899242,4.859437751004016,9.186925444313964
104108815872.jpg,42.14850581265894,3.3518872089387797,4.849397590361446,9.184540909570453
104108781507.jpg,41.9680820574885,3.568017470734937,4.839357429718875,9.14069406607925
104108649028.jpg,41.92456488325634,3.5634865401697158,4.829317269076305,9.13011845908152
104108953674.jpg,41.831376180312596,3.3927348851357944,4.819277108433735,9.107471604906124
104107563575.jpg,41.73937551485847,3.4213346755699594,4.809236947791165,9.085113469330004
104108329417.jpg,41.675743708907646,3.6979365952581014,4.7991967871485945,9.069649575265982
104108424749.jpg,41.620360687780256,3.0438630439391527,4.789156626506024,9.05619031289142
104109017528.jpg,41.376268860064854,3.3534968008492663,4.779116465863454,8.996870761775723
104108746166.jpg,41.271448665144426,3.5904006356911484,4.769076305220883,8.971397205496775
104106931220.jpg,41.24354197851223,3.3157001178471885,4.759036144578313,8.964615281908253
104108509884.jpg,41.16014781661269,3.2816435688654066,4.748995983935743,8.944348711348102
104108874835.jpg,40.96305455909845,3.5377330318148332,4.738955823293173,8.89645082114382
104107110878.jpg,40.73776325758714,3.304252200896484,4.728915662650603,8.841700201260286
104108350295.jpg,40.736111438475746,3.928422254764576,4.718875502008032,8.841298773776503
104109042223.jpg,40.65478326092192,3.3122752529041217,4.708835341365462,8.821534281737975
104106709500.jpg,40.58662273880095,3.4071921702231007,4.698795180722891,8.804969812481175
104108757423.jpg,40.556617791339235,3.379224561392904,4.688755020080321,8.797677966492977
104108780545.jpg,40.52907714792022,2.83976785703575,4.678714859437751,8.7909849992587
104108940280.jpg,40.52204984973839,3.4066270924097206,4.668674698795181,8.789277215030102
104108858221.jpg,40.40749762719026,3.4368194287138243,4.658634538152611,8.76143856723734
104108718686.jpg,40.3835370121453,3.1518430672488846,4.64859437751004,8.755615623707332
104108907676.jpg,40.37769880592609,3.4079190073306607,4.63855421686747,8.754196814337572
104108931542.jpg,40.23033240592098,3.6848114186996077,4.628514056224899,8.71838361739584
104108646106.jpg,40.11503452866602,3.47499348579867,4.618473895582329,8.690363759511325
104108302429.jpg,40.077973157645495,3.6106752968559985,4.608433734939759,8.681357051203035
104108774096.jpg,40.04191589455705,4.012968046276326,4.598393574297189,8.672594362665338
104106715943.jpg,40.03041805885183,3.680516495316889,4.588353413654619,8.669800141903343
104108642604.jpg,39.830161022704665,3.454456207627672,4.578313253012048,8.62113338561251
104108602675.jpg,39.80632359273089,2.5594443637485034,4.568273092369478,8.61534037869773
104108785710.jpg,39.75273635299876,3.37713351337834,4.5582329317269075,8.602317529730637
104109070181.jpg,39.68428277418489,4.0315414735193,4.548192771084337,8.585681841409944
104108884118.jpg,39.57668921711183,4.016832868107298,4.538152610441767,8.559534298625527
104108701046.jpg,39.56689606031404,4.088774482541275,4.528112449799197,8.55715435141186
104108987545.jpg,39.491831525870325,3.423886902358106,4.518072289156627,8.538912059035312
104108827215.jpg,39.22787555136379,4.152268003833588,4.508032128514056,8.474765094064857
104107525811.jpg,39.1488213438865,4.0189153073392605,4.497991967871486,8.45555322554287
104108711163.jpg,39.13117462226192,3.6585177245212264,4.4879518072289155,8.451264693578358
104107350098.jpg,38.952674048214156,3.685122419247682,4.477911646586345,8.407885224361742
104108313767.jpg,38.815909719298716,3.8027951199127505,4.467871485943775,8.374648558161828
104108935073.jpg,38.763176681523014,2.9132842441301543,4.457831325301205,8.361833298597018
104108982061.jpg,38.66010447508041,3.0489504212583713,4.447791164658635,8.336784541021208
104108878064.jpg,38.617215121656386,3.928253816928963,4.437751004016064,8.326361507949729
104108378455.jpg,38.60278781643195,3.136143683090003,4.427710843373494,8.322855363242907
104108812608.jpg,38.53250494010299,4.128206904531991,4.417670682730924,8.305775116378538
104108576174.jpg,38.48087797669004,4.276406121742826,4.407630522088353,8.293228656614659
104108439840.jpg,38.393776828139835,2.6517911012128583,4.397590361445783,8.272061208765141
104108612795.jpg,38.34323506314265,3.128606679726331,4.387550200803213,8.259778475499182
104109090435.jpg,38.247034461069916,3.024045426406936,4.377510040160643,8.236399665215261
104108443832.jpg,38.095978729799874,4.170185161770263,4.367469879518072,8.199689881621687
104108739176.jpg,37.952304037357585,2.964719258959627,4.357429718875502,8.164773848823163
104107850200.jpg,37.95061206669127,3.0093038398397507,4.347389558232932,8.164362663650083
104108479327.jpg,37.898827365587636,2.9473662486777092,4.337349397590361,8.151777870243112
104107785618.jpg,37.71187389015678,3.4033746070610706,4.327309236947791,8.106344164633729
104109023688.jpg,37.61874961007211,2.9880493837826685,4.317269076305221,8.083712966595275
104109072715.jpg,37.43708628390055,3.0399475344825646,4.307228915662651,8.03956488075585
104108734198.jpg,37.40893004688042,3.158265429032088,4.2971887550200805,8.03272231106897
104108568354.jpg,37.11185867138145,4.036113711647446,4.28714859437751,7.960527593167686
104107258151.jpg,37.00747612263272,3.313651823000346,4.27710843373494,7.935160394298142
104108163803.jpg,36.99514506317955,3.337956158245002,4.267068273092369,7.9321636822886115
104108914376.jpg,36.857382227141656,2.4029767609266095,4.257028112449799,7.89868435743501
104108920555.jpg,36.79354067930533,4.1688277054548,4.246987951807229,7.88316949159281
104108745648.jpg,36.787493054685214,2.3002640746883403,4.236947791164659,7.881699789058565
104107560265.jpg,36.75960764470221,3.6954309098903795,4.2269076305220885,7.874923036152286
104107112373.jpg,36.69462859527358,2.961382128193307,4.216867469879518,7.859131733018103
104108593196.jpg,36.67589641139146,2.391832940268811,4.206827309236948,7.8545794104364575
104108465606.jpg,36.63020383485583,2.488592569316421,4.196787148594377,7.8434751340058115
104108544266.jpg,36.62443401213641,2.7686718283953993,4.186746987951807,7.842072943293666
104108988788.jpg,36.57952299288689,2.267689517933321,4.176706827309237,7.831158602051829
104108551485.jpg,36.444034671173156,2.9996429613940863,4.166666666666667,7.798232032978615
104108583839.jpg,36.43987225816296,4.310259985605553,4.156626506024097,7.797220477312725
104108630890.jpg,36.342069128933964,3.569257948061175,4.146586345381526,7.773452218547671
104108906517.jpg,36.30412454162668,3.409376782524292,4.136546184738956,7.7642308697323275
104109011775.jpg,36.29982943554624,3.0417068446385938,4.126506024096385,7.763187066803445
104108810212.jpg,36.272267302000394,2.925262558907921,4.116465863453815,7.756488877007279
104108920377.jpg,36.187145655160386,2.777513130061209,4.106425702811245,7.73580249054347
104108447874.jpg,36.07216769239833,2.5333951275873665,4.096385542168675,7.707860378744485
104108790045.jpg,36.017942222637494,2.3544218956442045,4.086345381526105,7.6946824261872155
104108556974.jpg,36.00017015717859,2.9668259090500237,4.076305220883534,7.690363432981714
104107671918.jpg,35.94388355151755,3.133841011887186,4.066265060240964,7.676684580179105
104108989954.jpg,35.8498977164209,3.067739700041143,4.056224899598393,7.653844005788111
104108985360.jpg,35.74395278652868,4.299848586041371,4.046184738955823,7.628097114779871
104108729176.jpg,35.68654799180027,4.122302180642318,4.036144578313253,7.614146518043184
