Image,Mu,Sigma,Score,Score_10
104107777564.jpg,45.05349617774392,2.87477257315237,5.0,10.0
104108652136.jpg,45.04734636780712,3.1364068191066345,4.98995983935743,9.998457300455762
104109017528.jpg,44.869478104474105,3.176549456461583,4.979919678714859,9.95383847619963
104108627229.jpg,43.83662732064396,2.7183415874196917,4.969879518072289,9.694744544865515
104108972455.jpg,43.58339254418913,3.4151239425081035,4.959839357429719,9.63121978910274
104108859766.jpg,43.08931424455001,2.5383344627557585,4.949799196787149,9.507278663197154
104108004071.jpg,42.987371209807016,3.3858050968416653,4.9397590361445785,9.48170592601459
104108653387.jpg,42.83270879908651,3.058488447377158,4.929718875502008,9.442908364304284
104108595272.jpg,42.65041265633096,3.344252593477358,4.919678714859438,9.39717879229541
104108729464.jpg,42.5878238623818,3.363792552265522,4.909638554216867,9.381478192619618
104108745014.jpg,42.51247308740454,3.34989150682049,4.899598393574297,9.362576209077003
104108856552.jpg,42.35361628717755,3.2198912851597816,4.889558232931727,9.322726471308167
104107340288.jpg,42.33279551012028,3.507650016688395,4.879518072289157,9.317503512613984
104108537471.jpg,42.160223053979756,3.509960896579244,4.8694779116465865,9.274213158575016
104107408279.jpg,42.06328462040816,3.3711571823356685,4.859437751004016,9.249895841645364
104108789981.jpg,41.97725613945693,3.4700361252788072,4.849397590361446,9.228315321317249
104106715943.jpg,41.96249379213206,3.1602584585405835,4.839357429718875,9.224612139149988
104108272389.jpg,41.74739035194335,3.8384325072977807,4.829317269076305,9.17065275137152
104108957038.jpg,41.715542379735254,3.4385565655446304,4.819277108433735,9.162663585411055
104108879762.jpg,41.706639098646555,2.937441597637163,4.809236947791165,9.160430168798358
104108729176.jpg,41.58707425637057,3.572703955029649,4.7991967871485945,9.130436944685433
104106057649.jpg,41.57125518035995,3.2241339111156426,4.789156626506024,9.126468678738567
104109039511.jpg,41.52311357078922,3.684143103853463,4.779116465863454,9.114392201594233
104108613968.jpg,41.425242653175516,3.4328530741908456,4.769076305220883,9.089840968052272
104106881654.jpg,41.33107532353549,3.136413278180918,4.759036144578313,9.066218791430403
104105683403.jpg,41.31495154797029,3.537016759126212,4.748995983935743,9.062174090623143
104108926443.jpg,41.16515500668803,3.5640243312959896,4.738955823293173,9.024597147865597
