Complex_ID,Hexagon_ID,Lon,Lat
1-1,1,114.367956050999,30.8940483553
1-2,1,114.368914813,30.8883748436
2-1,2,114.383565961,30.8788651268
3-1,3,114.277297996,30.7588451893999
4-1,4,114.264917478,30.7636398183
4-2,4,114.265631029,30.7632246487
4-3,4,114.266523739999,30.7632130072
4-4,4,114.264916348,30.7609066584
4-5,4,114.2743746,30.7582760778
4-6,4,114.273944592,30.757775977
4-7,4,114.264629791,30.7576063102
4-8,4,114.257406517999,30.7518604127999
5-1,5,114.248239276,30.7342200271999
6-1,6,114.243286471,30.7341894766999
7-1,7,114.2145347,30.7362122476
7-2,7,114.218001803999,30.7296390572
8-1,8,114.414361106,30.7261073353999
9-1,9,114.401085648,30.7313061587999
10-1,10,114.345014538,30.7229820579999
10-2,10,114.344969343,30.7217008107
10-3,10,114.343160445999,30.7194663426
11-1,11,114.572705447,30.7344980987
11-2,11,114.578480819,30.7289388963
11-3,11,114.565919144,30.7287518495999
12-1,12,114.325996334999,30.7359848727
12-2,12,114.325131804999,30.7357565747
12-3,12,114.325130204,30.7310010427999
13-1,13,114.263842952,30.7304902097
13-2,13,114.263940653,30.7255775351999
13-3,13,114.267398998999,30.7236932488999
13-4,13,114.267066439999,30.7201312000999
13-5,13,114.270082384,30.7185755014999
13-6,13,114.267459633,30.7165196153999
13-7,13,114.277363421999,30.7150476768
14-1,14,114.246409244999,30.7315808562999
14-2,14,114.249330796999,30.7304818070999
14-3,14,114.252277899,30.7296670755
14-4,14,114.252739558,30.7295120644
14-5,14,114.258793478,30.726597812
14-6,14,114.238718774999,30.7260328847
14-7,14,114.238979732,30.7235991695
15-1,15,114.224932756,30.7262042451
15-2,15,114.21757245,30.7258275034
15-3,15,114.222005891999,30.7257991425
15-4,15,114.227552269,30.7249220644
15-5,15,114.22561806,30.7238930492999
15-6,15,114.219724811,30.7222244165
15-7,15,114.228941999,30.7211493022999
15-8,15,114.228378191999,30.7105892677
16-1,16,114.402269872999,30.7276901641999
16-2,16,114.400824952999,30.7255486267
16-3,16,114.405192009999,30.7243027529
16-4,16,114.409215743,30.7217869983999
16-5,16,114.404794140999,30.7210576901
16-6,16,114.406184127,30.7176510074
16-7,16,114.406632252999,30.7142319897999
16-8,16,114.405129802999,30.7090933861
17-1,17,114.133754534,30.7028717516999
18-1,18,114.324633180999,30.7172500279
18-2,18,114.347466639,30.7109074651
18-3,18,114.329307295999,30.7061820288999
19-1,19,114.574006905999,30.7073514426999
19-2,19,114.565560231999,30.7030581275
20-1,20,114.548038231999,30.7060716529999
20-2,20,114.550621003,30.7041872590999
21-1,21,114.282119649999,30.7140984147999
21-10,21,114.287783325,30.6987856197999
21-2,21,114.278040567,30.7096561060999
21-3,21,114.279476376,30.7084651897
21-4,21,114.299611292999,30.7083388030999
21-5,21,114.283655734999,30.7076734454
21-6,21,114.288179980999,30.7045753700999
21-7,21,114.301744579,30.7043625063999
21-8,21,114.287493230999,30.7043084479
21-9,21,114.282473941999,30.7001257330999
22-1,22,114.261040268,30.7141959108
22-2,22,114.264987341999,30.7135115421999
22-3,22,114.262730148,30.7132523884999
22-4,22,114.274032531,30.7115158973
23-1,23,114.242356795,30.7139805901999
23-2,23,114.251509576999,30.7108586391
23-3,23,114.241740625999,30.7106917286
23-4,23,114.244777503999,30.7044447476
23-5,23,114.236779984999,30.7029478534
23-6,23,114.243142148,30.7028320133
23-7,23,114.252193539,30.701150748
23-8,23,114.240519625,30.6968800159
24-1,24,114.418730769999,30.7075463273999
24-2,24,114.414102971999,30.7028311063
24-3,24,114.417304493,30.6998064227
25-1,25,114.404947385,30.7062217014
25-2,25,114.407916099999,30.7023110332
25-3,25,114.404621431999,30.7005942547999
25-4,25,114.401322493999,30.7003880283999
25-5,25,114.401005966,30.6972201427
25-6,25,114.399738417999,30.6966539422
25-7,25,114.401249694,30.6962215311999
26-1,26,114.597973796999,30.7018510364
26-2,26,114.59780403,30.6992922151
26-3,26,114.603043056,30.6914815716999
26-4,26,114.591299714,30.6911269414
26-5,26,114.591059010999,30.6908095191999
26-6,26,114.607412341,30.6881347174999
26-7,26,114.59834727,30.6867636023
27-1,27,114.573215611999,30.703010674
27-10,27,114.574519409,30.6886094755
27-11,27,114.574618940999,30.6885949993999
27-12,27,114.587441800999,30.6885483794
27-13,27,114.577735802999,30.6866812829
27-14,27,114.578562658999,30.6860880977
27-15,27,114.573928385,30.6848138141
27-2,27,114.576289051,30.7003577346999
27-3,27,114.573756226,30.7003356745
27-4,27,114.564794814999,30.6979079486999
27-5,27,114.565092758,30.6978460218999
27-6,27,114.570038612999,30.6944529537
27-7,27,114.566088110999,30.6941263948
27-8,27,114.574730488,30.6935531017999
27-9,27,114.575369042,30.6896681393
28-1,28,114.296796936999,30.6975150550999
28-2,28,114.29826366,30.6956304084
28-3,28,114.300982954999,30.6903512889
28-4,28,114.311646409999,30.6899096106999
29-1,29,114.253482637999,30.6935079827
30-1,30,114.243734606,30.6856503556
31-1,31,114.199364148,30.6793916574
32-1,32,114.60971336,30.6867347954
33-1,33,114.140355118,30.6734417859
34-1,34,114.590132898999,30.6889044306999
34-2,34,114.590709246,30.6873831497999
34-3,34,114.587270344999,30.6822033234
34-4,34,114.601033001999,30.6750104621
35-1,35,114.333231002999,30.6745193815
35-2,35,114.339451177,30.6727253011
35-3,35,114.339296661,30.6713861389999
35-4,35,114.338717639999,30.6704016244
35-5,35,114.340656757999,30.6698253773999
36-1,36,114.575846210999,30.6827517296
36-2,36,114.57455186,30.6823612799
36-3,36,114.573849953,30.6821359033
36-4,36,114.574531248,30.6812479359
36-5,36,114.565262066,30.6739081839
36-6,36,114.577579861,30.6737950565
36-7,36,114.565393303999,30.6731131686999
36-8,36,114.578147342999,30.6706775878999
36-9,36,114.561116967999,30.6689324098
37-1,37,114.31397339,30.6733405085
37-2,37,114.331805317999,30.6726671846
37-3,37,114.320110088999,30.6661783694
37-4,37,114.327631756,30.6658297809999
38-1,38,114.550942264,30.6787737866999
38-2,38,114.557564791999,30.6702938986999
39-1,39,114.297726100999,30.6674612501
40-1,40,114.279436004,30.6795128752999
40-2,40,114.27095977,30.6725204277999
40-3,40,114.276279350999,30.6682164264999
40-4,40,114.264375047,30.6641315265
41-1,41,114.260442011999,30.6729817254
41-2,41,114.260864264999,30.6721751366
41-3,41,114.242622050999,30.662337646
41-4,41,114.249370132999,30.6623257578
41-5,41,114.249412164999,30.6621498302
42-1,42,114.217947823,30.6682375657
42-2,42,114.218013689,30.6652355623999
42-3,42,114.238493754999,30.6622542033
42-4,42,114.232673559999,30.6608249722
42-5,42,114.230765297,30.6607847197999
42-6,42,114.225202541,30.6604918409
42-7,42,114.218327220999,30.6603803520999
42-8,42,114.225030336,30.6598490075
42-9,42,114.230802640999,30.6572862756
43-1,43,114.202192135,30.6761202212
43-2,43,114.201882896,30.6760492631
43-3,43,114.210011575999,30.6734251669
43-4,43,114.200984528999,30.6732704034
43-5,43,114.212260831999,30.6646376972
43-6,43,114.211454204,30.6597071493
43-7,43,114.205490069,30.6592371951
43-8,43,114.204487667999,30.6569109797
44-1,44,114.161952079,30.6661449642
44-2,44,114.161028029999,30.6648761577999
44-3,44,114.146902420999,30.6617867683999
44-4,44,114.162014986,30.6611350621
44-5,44,114.148073972,30.6592523931
44-6,44,114.149795542999,30.6591212931
44-7,44,114.147202585,30.6576172428999
44-8,44,114.160797493,30.6503449195
45-1,45,114.141936749999,30.6553799146
45-2,45,114.14472349,30.6542248481
45-3,45,114.136492074,30.6522170143
46-1,46,114.574680216,30.6571060963
46-2,46,114.583593886,30.6532978790999
47-1,47,114.115733301,30.6653677364999
47-2,47,114.117577338999,30.6608067053
47-3,47,114.116704811999,30.6569822844
47-4,47,114.120904366,30.6540766713
47-5,47,114.111819431,30.6529192126
47-6,47,114.113968217999,30.6522731097
48-1,48,114.334175133,30.6678259663
48-2,48,114.335716990999,30.6622484281
48-3,48,114.328269825999,30.6554080832
48-4,48,114.327178629,30.6535418638
49-1,49,114.568873955,30.6650858663999
49-2,49,114.558949998,30.6559129241999
49-3,49,114.563568142999,30.6521431536999
49-4,49,114.561084225,30.6512759591
49-5,49,114.562663532,30.6467852247
50-1,50,114.310203001999,30.6654069448999
50-10,50,114.321402989999,30.6551277392999
50-11,50,114.322517301999,30.6537758425
50-12,50,114.304006022999,30.6537678745
50-13,50,114.309532747,30.652611733
50-14,50,114.314875852,30.652446894
50-15,50,114.314919848,30.6517561072
50-16,50,114.318112227,30.6517544571
50-17,50,114.320523907999,30.6500355115
50-18,50,114.32040145,30.6492145202999
50-2,50,114.307182178,30.663301186
50-3,50,114.318756907999,30.6595746964
50-4,50,114.308429302999,30.6590952323999
50-5,50,114.305745071,30.6587176972999
50-6,50,114.304347415999,30.6582988334
50-7,50,114.321529687999,30.6578355635
50-8,50,114.305002576,30.6571021518999
50-9,50,114.321826285,30.6552199248
51-1,51,114.293537559,30.6613826401999
51-10,51,114.300142941999,30.6569049370999
51-11,51,114.278314680999,30.6563805161
51-12,51,114.279731188,30.6560056181
51-13,51,114.301044031999,30.6557164879999
51-14,51,114.283765746,30.6545669031
51-15,51,114.287742883,30.6532266502999
51-16,51,114.285346368999,30.6528883946
51-17,51,114.301841530999,30.6524899449999
51-18,51,114.279065088999,30.6523753934
51-19,51,114.28371765,30.6521843975999
51-2,51,114.283836503,30.6606167214999
51-20,51,114.290109977,30.6492850045
51-21,51,114.300821377,30.6481137011
51-22,51,114.299056813,30.6474189467999
51-3,51,114.281061753,30.6595922799999
51-4,51,114.286141033,30.6588535351999
51-5,51,114.294777358999,30.6578141272
51-6,51,114.294523677,30.6577755783
51-7,51,114.281923872999,30.6576571533999
51-8,51,114.278293196,30.6576506305999
51-9,51,114.28296525,30.6572917811
52-1,52,114.267316777999,30.6620812462
52-10,52,114.269838304,30.6466947402999
52-11,52,114.272976843999,30.6455668711
52-12,52,114.259516117,30.6448991394
52-13,52,114.264682571999,30.6446032338
52-14,52,114.269771829999,30.6429890345999
52-15,52,114.270141824,30.6410705545999
52-2,52,114.267051352999,30.6601470996
52-3,52,114.276924215999,30.6577991658999
52-4,52,114.277041444999,30.6541786847
52-5,52,114.275652485999,30.6536040820999
52-6,52,114.267449974,30.6528855028999
52-7,52,114.276078423,30.6509332460999
52-8,52,114.272919294999,30.6490610986999
52-9,52,114.270087317999,30.6471279211999
53-1,53,114.241600728999,30.659718067
53-10,53,114.241128897999,30.6494301795999
53-11,53,114.246297857,30.6464883390999
53-12,53,114.249362582,30.6461400228
53-13,53,114.241806910999,30.6454089478
53-14,53,114.241724255999,30.6451909570999
53-2,53,114.23402307,30.6570115375
53-3,53,114.242376514,30.6564331051
53-4,53,114.232255308,30.6558245286999
53-5,53,114.245198569999,30.6548887117
53-6,53,114.234074789,30.6548555325
53-7,53,114.240645465,30.6522908727999
53-8,53,114.240675504999,30.6520899636
53-9,53,114.242178860999,30.6500039541999
54-1,54,114.216657796,30.6594452010999
54-2,54,114.220392098999,30.6587441619
54-3,54,114.229607266,30.6550397154
54-4,54,114.214654288,30.6515874119
55-1,55,114.190291758,30.6413074877
55-2,55,114.195839367999,30.6394874002
55-3,55,114.191530727,30.6385806231999
56-1,56,114.416416256,30.6528711063
56-2,56,114.413986244,30.6440991521
56-3,56,114.416475884999,30.6434072529999
56-4,56,114.417426512999,30.6416387814
57-1,57,114.168731023,30.6450554967
58-1,58,114.405315225999,30.6509217119999
58-2,58,114.397623272999,30.6500229576
58-3,58,114.387914124,30.6460200176
58-4,58,114.390391469999,30.6443201280999
58-5,58,114.391166960999,30.6397387358
58-6,58,114.401765804999,30.6344863512
59-1,59,114.15047794,30.6531402948
59-2,59,114.146758880999,30.6526001336
59-3,59,114.144110961999,30.6506485835
59-4,59,114.156691714,30.6496823947
59-5,59,114.156044136999,30.6479787454
59-6,59,114.155701058,30.6479093481
59-7,59,114.148402709999,30.6476329696999
59-8,59,114.145298105999,30.6382924571
60-1,60,114.375087242,30.6388109638
60-2,60,114.371906729,30.6377302317
60-3,60,114.375805998,30.6361629495999
61-1,61,114.594514223999,30.6404583628999
62-1,62,114.123280933,30.6484530755
62-2,62,114.124533514999,30.6475675941
62-3,62,114.121185526,30.6465782613999
62-4,62,114.137097316999,30.6455565728
62-5,62,114.120930075999,30.6444468081
62-6,62,114.115875768999,30.6432360539
63-1,63,114.111530322999,30.6366760822
63-2,63,114.100087817,30.6360319103
63-3,63,114.104319008,30.6355411394999
63-4,63,114.108377622999,30.6327731625999
63-5,63,114.106715446999,30.6317918783
63-6,63,114.107251782999,30.6314383901
64-1,64,114.321038564,30.6446268531999
64-2,64,114.321048239,30.6371250014
64-3,64,114.324481563999,30.6369527788
64-4,64,114.320589233,30.6345459341
64-5,64,114.322446255,30.633427993
65-1,65,114.302277705999,30.6445855750999
65-2,65,114.304155339999,30.6415304398999
65-3,65,114.2992842,30.6408946024
65-4,65,114.313224696999,30.6399262808
65-5,65,114.296027882999,30.6391981517999
65-6,65,114.297704637999,30.6375668612
65-7,65,114.304075283,30.6343576290999
65-8,65,114.309276675,30.6318450644
66-1,66,114.287065863999,30.6401844457999
66-10,66,114.282025399,30.6324193521
66-11,66,114.290963701999,30.6298057306999
66-12,66,114.288112161,30.6292329065999
66-13,66,114.291504149999,30.6291641134
66-14,66,114.288841198,30.628429724
66-2,66,114.277833205999,30.6395102968999
66-3,66,114.271433510999,30.6373300117
66-4,66,114.281383972,30.6370261976
66-5,66,114.272187338999,30.6347833929
66-6,66,114.289858460999,30.6344485478
66-7,66,114.272408409999,30.6343538469
66-8,66,114.287663667999,30.6339247923999
66-9,66,114.282145337,30.6327887148
67-1,67,114.260354410999,30.6436542456
67-10,67,114.257832035999,30.6365645371
67-11,67,114.254592539,30.6334756982
67-12,67,114.268975049999,30.633298902
67-13,67,114.264179123999,30.6278257469999
67-14,67,114.264032211,30.6272090965
67-15,67,114.258166783999,30.6264276783999
67-16,67,114.256799048,30.6258926649999
67-2,67,114.255525073,30.6428344537999
67-3,67,114.256190445,30.6426795797999
67-4,67,114.258811586999,30.6423795759
67-5,67,114.261771386,30.6419871997
67-6,67,114.259623594,30.6402143538
67-7,67,114.249011799,30.6400914863999
67-8,67,114.260365777999,30.639202247
67-9,67,114.247609099,30.6390554006
68-1,68,114.245601324999,30.6366693316999
68-2,68,114.240824798,30.6357760022
68-3,68,114.241155516,30.6354844317999
68-4,68,114.245178964,30.6349019596
68-5,68,114.238806319,30.6316265146
69-1,69,114.210714350999,30.6406992683
69-2,69,114.220774351,30.632593817
69-3,69,114.205875116,30.6314163191
69-4,69,114.202396633999,30.6252853181
70-1,70,114.199301656,30.6334601796
70-10,70,114.183325276999,30.6218598604
70-11,70,114.185843090999,30.6212407109
70-2,70,114.197498089,30.6328392972
70-3,70,114.196371683999,30.6317373066
70-4,70,114.177808752999,30.6312974078
70-5,70,114.1804558,30.6302570643999
70-6,70,114.201363302999,30.6246800298999
70-7,70,114.198372629999,30.6243639833
70-8,70,114.198571915,30.6223037566
70-9,70,114.18641273,30.6220570101999
71-1,71,114.40835402,30.6277909102
71-2,71,114.411767037,30.6205674033
72-1,72,114.170924670999,30.6329436476
72-2,72,114.174794833,30.6319281980999
72-3,72,114.16914943,30.6239612665999
73-1,73,114.385434305999,30.632946132
73-2,73,114.380860119,30.6324867483
73-3,73,114.393109601999,30.6321071600999
73-4,73,114.393021160999,30.6320370102
73-5,73,114.380195603999,30.6309770437
73-6,73,114.384941588,30.6309106337
73-7,73,114.382033167,30.6251962716
74-1,74,114.138518138999,30.6317555579999
74-2,74,114.138519307999,30.6305580976
74-3,74,114.132991372999,30.6209213964999
75-1,75,114.371393592,30.6328353653
75-10,75,114.369801953999,30.6260306731999
75-11,75,114.358177161,30.625756795
75-2,75,114.364271357999,30.6312730809
75-3,75,114.369926156999,30.6305220570999
75-4,75,114.361836312999,30.6285075195
75-5,75,114.377771785999,30.6275230792
75-6,75,114.359685248999,30.6272316344
75-7,75,114.356426049,30.6268899834
75-8,75,114.356497966999,30.6268788773
75-9,75,114.371598989999,30.6266068346999
76-1,76,114.117092352,30.6337426826
76-2,76,114.111260763,30.6299673169999
76-3,76,114.111401323999,30.6258479838
77-1,77,114.352975803,30.6253912038
77-2,77,114.35387747,30.622312476
77-3,77,114.356289954,30.6211167165
77-4,77,114.353613492999,30.6210707661
78-1,78,114.320526607,30.63156031
78-10,78,114.312275392,30.6170967069
78-11,78,114.312330188,30.6169486430999
78-2,78,114.312831672,30.625994919
78-3,78,114.313764204999,30.625726297
78-4,78,114.316157564999,30.6231819260999
78-5,78,114.314291683999,30.6222207972999
78-6,78,114.313107724,30.6213841667
78-7,78,114.312370762,30.6202579933
78-8,78,114.312546681,30.620103937
78-9,78,114.310850321,30.617765622
79-1,79,114.304167147,30.6261284154999
79-10,79,114.309986256,30.6143391234
79-2,79,114.294667863,30.6254054164
79-3,79,114.294293327999,30.6234730522
79-4,79,114.294670637999,30.6221531551999
79-5,79,114.290260317999,30.6218442059999
79-6,79,114.291738725,30.6212598605999
79-7,79,114.307006174999,30.6210910185
79-8,79,114.309079264999,30.6186440098
79-9,79,114.289709814,30.6162378209
80-1,80,114.263993124999,30.6218213171
80-2,80,114.271385863999,30.6198338246
80-3,80,114.283731399,30.6179186962
80-4,80,114.269289981,30.6108447107999
81-1,81,114.248389016,30.6261847421
81-10,81,114.253147208,30.6147988029
81-11,81,114.24154396,30.6138000087999
81-12,81,114.254382456,30.6137771448999
81-13,81,114.26280065,30.6114368148999
81-14,81,114.24432597,30.6110407699
81-2,81,114.242737860999,30.622884931
81-3,81,114.258544255,30.6220811684
81-4,81,114.255668821,30.6220387362
81-5,81,114.260959142,30.6220330226
81-6,81,114.255329950999,30.6220105607
81-7,81,114.258722241,30.6219421849
81-8,81,114.240585648999,30.6173519779999
81-9,81,114.261082736,30.6172947079
82-1,82,114.236130764999,30.6206807237
82-10,82,114.234986464,30.6047075986
82-11,82,114.230730222999,30.6036793998999
82-2,82,114.239191816,30.6166693845
82-3,82,114.239893451,30.6154072472999
82-4,82,114.236353112,30.6148319053999
82-5,82,114.230232663999,30.6127830868999
82-6,82,114.239389352,30.61092997
82-7,82,114.239355079,30.6108447374999
82-8,82,114.235934047,30.6100257278
82-9,82,114.22392277,30.6053523245999
83-1,83,114.201110787999,30.622626694
83-2,83,114.200801198999,30.6223241743
83-3,83,114.198656356,30.6172147227
83-4,83,114.203087185,30.6155551270999
83-5,83,114.193088173,30.6128449668
83-6,83,114.199937020999,30.6124410117
83-7,83,114.210345423,30.6055565047999
84-1,84,114.174524091999,30.6081262621999
84-2,84,114.175576284,30.6062677522999
85-1,85,114.397063582,30.6156107517
85-2,85,114.404796292,30.6100781990999
85-3,85,114.415457957,30.6067354461999
86-1,86,114.379191040999,30.6180859153
86-10,86,114.377829181999,30.6068433627
86-11,86,114.385540219,30.6047236974
86-12,86,114.387008038,30.6021071052
86-13,86,114.380680065,30.6015803363
86-14,86,114.380568174999,30.5989979607
86-2,86,114.379274027999,30.6179129297999
86-3,86,114.383385347,30.6174270222
86-4,86,114.385380783,30.6115745347999
86-5,86,114.381845415,30.6104475134999
86-6,86,114.375926488999,30.6096704588
86-7,86,114.376354394,30.6087296950999
